**************************************************************************************************************************
**************************************************************************************************************************
 
Collision strengths (Omega[i,k]) for NIII. The collisional excitation rate
is defined by
 
           C(i,k)=8.63D-08 OMEGA(i,k) EXP(-U0) / Gi /sqrt(T_4).
 
	   We also use the same definition for the ionization collision strength.
	   For ionization of low lying levels we expect OMEGA(i,i) to be propotional to T.

 Reference: R.P. Stafford, K.L. Bell and A. Hibbert 1994, MNRAS,266 715
 
 [Reference] N\,{\sc iii} collision strengths for transitions amongst the first 20 levels are from \citep{SBH94_NIII_col}.

**************************************************************************************************************************
**************************************************************************************************************************
 
187                             !Number of transitions
20                              !Number of T values OMEGA tabulated at
1.0                             !Scaling factor for OMEGA (non-FILE values).
0.01                            !Value for OMEGA if f=0

2s_2p2_4Pe[5/2]-2s_2p2_2De[3/2]        0.62797     0.59859     0.59175     0.58990     0.58961     0.59047     0.59122     0.59135     0.59090     0.58998     0.58869     0.58533     0.58127     0.57679     0.57206     0.56665     0.55239     0.54266     0.53318     0.50247
2s_2p2_4Pe[5/2]-2s_2p2_2Se[1/2]        0.30211     0.27555     0.26759     0.26417     0.26245     0.26070     0.25999     0.25946     0.25889     0.25823     0.25748     0.25576     0.25380     0.25170     0.24949     0.24699     0.24039     0.23588     0.23149     0.21718
2s_2p2_4Pe[5/2]-2s_2p2_2Pe[1/2]        0.33833     0.31715     0.30109     0.28840     0.27795     0.25796     0.24322     0.23161     0.22206     0.21399     0.20701     0.19542     0.18605     0.17824     0.17156     0.16515     0.15190     0.14470     0.13861     0.12276
2s_2p2_4Pe[5/2]-2s_2p2_2Pe[3/2]        0.50479     0.61525     0.66240     0.68530     0.69633     0.70057     0.69124     0.67729     0.66185     0.64617     0.63082     0.60189     0.57566     0.55198     0.53057     0.50907     0.46216     0.43547     0.41234     0.35044
2s_2p2_4Pe[5/2]-2p3_4So[3/2]           3.33156     3.36451     3.39117     3.41546     3.43820     3.49019     3.53707     3.58016     3.62028     3.65798     3.69366     3.76008     3.82125     3.87825     3.93186     3.98811     4.12161     4.20568     4.28448     4.52993
2s_2p2_4Pe[5/2]-2p3_2Do[5/2]           0.52369     0.56574     0.58107     0.58790     0.59100     0.59209     0.58966     0.58619     0.58244     0.57870     0.57508     0.56834     0.56230     0.55688     0.55200     0.54712     0.53646     0.53039     0.52511     0.51090
2s_2p2_4Pe[5/2]-2p3_2Do[3/2]           0.08294     0.10088     0.10885     0.11313     0.11562     0.11831     0.11884     0.11854     0.11786     0.11703     0.11612     0.11427     0.11248     0.11082     0.10928     0.10771     0.10420     0.10216     0.10037     0.09549
2s_2p2_4Pe[5/2]-2s2_3s_2Se[1/2]        0.05884     0.05318     0.04958     0.04686     0.04466     0.04047     0.03736     0.03490     0.03286     0.03113     0.02963     0.02713     0.02511     0.02343     0.02200     0.02064     0.01785     0.01636     0.01512     0.01199
2s_2p2_4Pe[5/2]-2p3_2Po[1/2]           0.02947     0.04486     0.05201     0.05568     0.05762     0.05920     0.05897     0.05817     0.05721     0.05623     0.05528     0.05359     0.05216     0.05095     0.04993     0.04899     0.04718     0.04632     0.04569     0.04459
2s_2p2_4Pe[5/2]-2p3_2Po[3/2]           0.13401     0.18202     0.20297     0.21351     0.21909     0.22370     0.22315     0.22094     0.21819     0.21535     0.21258     0.20749     0.20308     0.19928     0.19601     0.19288     0.18665     0.18351     0.18104     0.17580
