************************************************************************************************************************
 
                 Energy Levels and statistical weights for CaX
 
                    g        E(cm^-1)    10^15 Hz     eV       Lam(A)       ID      ARAD       GAM2        GAM4
************************************************************************************************************************
 
17-Oct-2000                                      !Format date
30-Mar-2002                                      !Date
79                                               !Number of energy levels
1704047.0000                                     !Ionization energy
10.0                                             !Screened nuclear charge
1941                                             !Number of transitions
 
3d_2De[3/2] -5f_2Fo[5/2]     1.6784E-01  5.3489E+10     118.123       4-  18      119
3d_2De[3/2] -6p_2Po[1/2]     2.7789E-03  3.3404E+09     105.347       4-  22      120
3d_2De[3/2] -6p_2Po[3/2]     5.5608E-04  3.3460E+08     105.288       4-  23      121
3d_2De[3/2] -6f_2Fo[5/2]     6.2156E-02  2.6611E+10     101.914       4-  26      122
3d_2De[3/2] -7p_2Po[1/2]     1.3487E-03  1.9566E+09      95.895       4-  30      123
3d_2De[3/2] -7p_2Po[3/2]     2.6975E-04  1.9566E+08      95.895       4-  31      124
3d_2De[3/2] -7f_2Fo[5/2]     3.0580E-02  1.5347E+10      94.130       4-  34      125
3d_2De[3/2] -8p_2Po[1/2]     7.7022E-04  1.2480E+09      90.737       4-  38      126
3d_2De[3/2] -8p_2Po[3/2]     1.5404E-04  1.2480E+08      90.737       4-  39      127
3d_2De[3/2] -8f_2Fo[5/2]     1.7592E-02  9.7287E+09      89.672       4-  42      128
3d_2De[3/2] -9p_2Po[1/2]     4.8633E-04  8.4634E+08      87.554       4-  46      129
3d_2De[3/2] -9p_2Po[3/2]     9.7266E-05  8.4634E+07      87.554       4-  47      130
3d_2De[3/2] -9f_2Fo[5/2]     1.1095E-02  6.5393E+09      86.860       4-  50      131
3d_2De[3/2] -10p_2Po         3.9468E-04  2.4044E+08     -85.436       4-  54      132
3d_2De[3/2] -10f_2Fo[5/2]    7.5576E-03  4.6575E+09      84.946       4-  59      133
3d_2De[3/2] -11w_2W          4.6499E-03  7.3362E+07     -83.595       4-  60      134
3d_2De[3/2] -12w_2W          3.4271E-03  4.6540E+07     -82.595       4-  61      135
3d_2De[3/2] -13w_2W          2.6054E-03  3.0712E+07     -81.833       4-  62      136
3d_2De[3/2] -14w_2W          2.0310E-03  2.0946E+07     -81.238       4-  63      137
3d_2De[3/2] -15w_2W          1.6162E-03  1.4691E+07     -80.765       4-  64      138
3d_2De[3/2] -16w_2W          1.3087E-03  1.0555E+07     -80.381       4-  65      139
3d_2De[3/2] -17w_2W          1.0754E-03  7.7436E+06     -80.066       4-  66      140
3d_2De[3/2] -18w_2W          8.9510E-04  5.7869E+06     -79.804       4-  67      141
3d_2De[3/2] -19w_2W          7.5338E-04  4.3957E+06     -79.584       4-  68      142
3d_2De[3/2] -20w_2W          6.4036E-04  3.3879E+06     -79.397       4-  69      143
3d_2De[3/2] -21w_2W          5.4907E-04  2.6455E+06     -79.236       4-  70      144
3d_2De[3/2] -22w_2W          4.7449E-04  2.0904E+06     -79.098       4-  71      145
3d_2De[3/2] -23w_2W          4.1293E-04  1.6695E+06     -78.977       4-  72      146
3d_2De[3/2] -24w_2W          3.6165E-04  1.3465E+06     -78.872       4-  73      147
3d_2De[3/2] -25w_2W          3.1859E-04  1.0957E+06     -78.779       4-  74      148
3d_2De[3/2] -26w_2W          2.8214E-04  8.9904E+05     -78.697       4-  75      149
3d_2De[3/2] -27w_2W          2.5108E-04  7.4328E+05     -78.624       4-  76      150
3d_2De[3/2] -28w_2W          2.2444E-04  6.1883E+05     -78.558       4-  77      151
3d_2De[3/2] -29w_2W          2.0146E-04  5.1859E+05     -78.500       4-  78      152
3d_2De[3/2] -30w_2W          1.8153E-04  4.3724E+05     -78.447       4-  79      153
3d_2De[5/2] -4p_2Po[3/2]     6.0482E-02  1.4157E+10     206.749       5-   8      154
3d_2De[5/2] -4f_2Fo[5/2]     4.2047E-02  1.0049E+10     167.063       5-  11      155
3d_2De[5/2] -4f_2Fo[7/2]     8.4102E-01  1.5077E+11     167.049       5-  12      156
3d_2De[5/2] -5p_2Po[3/2]     9.3399E-03  5.8357E+09     126.544       5-  15      157
3d_2De[5/2] -5f_2Fo[5/2]     7.9883E-03  3.8151E+09     118.180       5-  18      158
3d_2De[5/2] -5f_2Fo[7/2]     1.5977E-01  5.7233E+10     118.176       5-  19      159
