 
**************************************************************************************************
 
       Photoionization cross-sections for Mg I
 
>> Data is from the Opacity project
>>   Verner high energy tail included for gnd level
>>   Smoothed with a gausian of width 3000 km/sec
 
          Types of cross sections included:
         -----------------------------------

         2  -  Hydrogenic (n,l)
         3  -  Hydrogenic (n)
        20  -  Opacity project

 [Reference] Photoioization cross-sections for Mg I are from \cite{BKM93_Mg_seq}.

**************************************************************************************************
 
24-May-1996                             !Date
1.6534D+00 6.464D+00
1.7036D+00 6.206D+00
1.7120D+00 6.162D+00
1.8633D+00 5.558D+00
1.9486D+00 5.283D+00
2.1208D+00 4.850D+00
2.2179D+00 4.656D+00
2.2290D+00 4.634D+00
2.2401D+00 4.612D+00
2.2852D+00 4.522D+00
2.2966D+00 4.499D+00
2.3081D+00 4.476D+00
2.3428D+00 4.407D+00
2.3663D+00 4.360D+00
2.3780D+00 4.337D+00
2.4018D+00 4.289D+00
2.4259D+00 4.241D+00
2.5119D+00 4.080D+00
2.6270D+00 3.938D+00
2.7338D+00 3.812D+00
2.7474D+00 3.796D+00
2.7611D+00 3.779D+00
2.7749D+00 3.763D+00
2.8027D+00 3.730D+00
2.8307D+00 3.697D+00
2.8733D+00 3.647D+00
2.8877D+00 3.630D+00
2.9166D+00 3.596D+00
2.9311D+00 3.579D+00
2.9458D+00 3.561D+00
2.9752D+00 3.527D+00
3.0050D+00 3.491D+00
3.0807D+00 3.402D+00
3.0961D+00 3.384D+00
3.2059D+00 3.260D+00
3.3695D+00 3.138D+00
3.5065D+00 3.041D+00
3.5240D+00 3.029D+00
3.5593D+00 3.004D+00
3.5770D+00 2.991D+00
3.5949D+00 2.979D+00
3.6128D+00 2.966D+00
3.6309D+00 2.953D+00
3.6489D+00 2.940D+00
3.6854D+00 2.914D+00
3.7039D+00 2.901D+00
3.8544D+00 2.795D+00
3.8736D+00 2.781D+00
3.8930D+00 2.767D+00
3.9319D+00 2.740D+00
4.0110D+00 2.684D+00
4.0511D+00 2.655D+00
4.1326D+00 2.597D+00
4.3005D+00 2.484D+00
4.4976D+00 2.396D+00
4.6803D+00 2.319D+00
4.7271D+00 2.299D+00
4.7744D+00 2.279D+00
4.7983D+00 2.269D+00
4.8464D+00 2.249D+00
4.8705D+00 2.239D+00
4.8948D+00 2.228D+00
4.9438D+00 2.208D+00
4.9684D+00 2.197D+00
5.0684D+00 2.155D+00
5.1447D+00 2.123D+00
5.1703D+00 2.112D+00
5.1962D+00 2.101D+00
5.2221D+00 2.090D+00
5.3007D+00 2.057D+00
5.3538D+00 2.035D+00
5.3804D+00 2.023D+00
5.4614D+00 1.989D+00
5.4886D+00 1.978D+00
5.7116D+00 1.890D+00
5.9735D+00 1.826D+00
6.2162D+00 1.768D+00
6.2471D+00 1.761D+00
6.2784D+00 1.753D+00
6.3096D+00 1.746D+00
6.3412D+00 1.738D+00
6.3728D+00 1.731D+00
6.4047D+00 1.723D+00
6.4366D+00 1.715D+00
6.4688D+00 1.708D+00
6.5010D+00 1.700D+00
6.5335D+00 1.692D+00
6.5660D+00 1.685D+00
6.5989D+00 1.677D+00
6.6317D+00 1.669D+00
6.6649D+00 1.661D+00
6.6981D+00 1.653D+00
6.7316D+00 1.645D+00
6.7651D+00 1.637D+00
6.7990D+00 1.629D+00
6.8328D+00 1.621D+00
6.9357D+00 1.596D+00
7.0051D+00 1.580D+00
7.0400D+00 1.572D+00
7.1460D+00 1.546D+00
7.1816D+00 1.538D+00
7.8160D+00 1.436D+00
8.1741D+00 1.396D+00
8.2559D+00 1.387D+00
8.2972D+00 1.382D+00
8.3385D+00 1.378D+00
8.5062D+00 1.359D+00
8.5913D+00 1.350D+00
8.6343D+00 1.345D+00
8.6773D+00 1.340D+00
8.8080D+00 1.326D+00
8.9851D+00 1.306D+00
9.0299D+00 1.301D+00
9.8275D+00 1.256D+00
1.0176D+01 1.250D+00
1.0227D+01 1.249D+00
1.0278D+01 1.248D+00
1.0329D+01 1.247D+00
1.0381D+01 1.246D+00
1.0433D+01 1.246D+00
1.0537D+01 1.244D+00
1.0589D+01 1.243D+00
1.0642D+01 1.242D+00
1.0695D+01 1.241D+00
1.0910D+01 1.237D+00
1.1020D+01 1.235D+00
1.1993D+01 1.119D+00
1.2053D+01 1.106D+00
1.2113D+01 1.092D+00
1.2859D+01 1.003D+00
1.5005D+01 1.401D+00
1.5383D+01 1.651D+00
1.5770D+01 2.140D+00
1.6008D+01 2.735D+00
1.6249D+01 3.926D+00
1.6493D+01 6.156D+00
1.6576D+01 6.941D+00
1.6658D+01 7.388D+00
1.6741D+01 7.140D+00
1.6994D+01 3.133D+00
1.7164D+01 1.061D+00
1.7509D+01 1.538D-01
1.7861D+01 2.541D-01
1.8220D+01 3.895D-01
1.9246D+01 1.359D+00
1.9342D+01 1.663D+00
1.9535D+01 2.803D+00
1.9731D+01 4.636D+00
1.9829D+01 5.220D+00
1.9928D+01 5.129D+00
2.0128D+01 2.991D+00
2.0329D+01 9.807D-01
2.0533D+01 4.968D-01
2.0841D+01 1.261D+00
2.0946D+01 1.924D+00
2.1155D+01 4.164D+00
2.1261D+01 5.270D+00
2.1367D+01 5.745D+00
2.1473D+01 5.261D+00
2.1581D+01 4.218D+00
2.1688D+01 3.480D+00
2.1797D+01 3.903D+00
2.2235D+01 1.673D+01
2.2346D+01 2.440D+01
2.2458D+01 4.554D+01
2.2569D+01 1.063D+02
2.2682D+01 2.438D+02
2.2909D+01 8.421D+02
2.3023D+01 1.138D+03
2.3139D+01 1.234D+03
2.3254D+01 1.054D+03
2.3370D+01 7.195D+02
2.3604D+01 1.708D+02
2.4320D+01 4.190D+00
2.4563D+01 2.991D+00
2.8662D+01 2.250D-01
3.1821D+01 1.601D-01
3.1980D+01 1.586D-01
3.5153D+01 1.427D-01
3.6947D+01 7.663D-02
3.7690D+01 4.238D-02
3.8449D+01 5.261D-02
3.9614D+01 6.050D-02
4.0210D+01 6.219D-02
4.0612D+01 6.343D-02
4.1844D+01 5.031D-02
4.2474D+01 4.343D-02
4.2899D+01 4.417D-02
4.3113D+01 4.424D-02
4.4200D+01 3.969D-02
4.4642D+01 3.687D-02
4.5313D+01 2.651D-02
4.6225D+01 2.006D-02
4.6687D+01 1.480D-02
4.7155D+01 1.167D-02
4.7626D+01 1.833D-02
4.8584D+01 2.628D-02
4.9316D+01 2.539D-02
4.9562D+01 2.504D-02
5.0058D+01 2.417D-02
5.0308D+01 2.400D-02
5.1833D+01 3.463D-01
5.2092D+01 4.335D-01
5.2876D+01 2.105D-01
5.6411D+01 1.474D-02
5.7833D+01 1.324D-02
5.8703D+01 1.249D-02
6.0483D+01 6.434D-03
6.3888D+01 1.000D-06
6.4206D+01 1.000D-06
6.4528D+01 1.000D-06
6.4849D+01 1.000D-06
6.5173D+01 1.000D-06
6.5498D+01 1.000D-06
6.5826D+01 1.000D-06
6.8500D+01 3.241D-03
7.0226D+01 6.423D-03
7.1997D+01 6.141D-03
7.2355D+01 6.073D-03
7.2717D+01 6.004D-03
7.8747D+01 5.280D-03
7.9139D+01 5.254D-03
7.9535D+01 5.227D-03
7.9931D+01 5.201D-03
8.6130D+01 4.872D-03
8.9183D+01 4.734D-03
9.1887D+01 4.611D-03
1.0459D+02 3.755D-03
1.2204D+02 2.364D-03
1.4241D+02 1.488D-03
1.6617D+02 9.365D-04
1.9390D+02 5.894D-04
2.2626D+02 3.709D-04
2.6402D+02 2.334D-04
3.0808D+02 1.470D-04
3.5949D+02 9.249D-05
4.0111D+02 6.656D-05

3s10s1Se                                !Configuration name
20                                      !Type of cross-section
225                                     !Number of cross-section points
1.0000D+00 9.257D+00
1.0050D+00 9.237D+00
1.0406D+00 8.590D+00
1.0458D+00 8.483D+00
1.0883D+00 7.615D+00
1.0938D+00 7.505D+00
1.1047D+00 7.281D+00
1.1102D+00 7.168D+00
1.1158D+00 7.055D+00
1.1213D+00 6.941D+00
1.1269D+00 6.827D+00
1.1326D+00 6.712D+00
1.1382D+00 6.597D+00
1.1439D+00 6.480D+00
1.1496D+00 6.364D+00
1.1553D+00 6.247D+00
1.1611D+00 6.129D+00
1.1669D+00 6.010D+00
1.1786D+00 5.772D+00
1.1904D+00 5.531D+00
1.1963D+00 5.410D+00
1.2143D+00 5.042D+00
1.2204D+00 4.918D+00
1.2699D+00 4.002D+00
1.3282D+00 3.494D+00
1.3821D+00 3.058D+00
1.3890D+00 3.002D+00
1.4240D+00 2.719D+00
1.4672D+00 2.370D+00
1.4745D+00 2.310D+00
1.5268D+00 1.916D+00
1.6048D+00 1.604D+00
1.6867D+00 1.302D+00
1.7120D+00 1.209D+00
1.7206D+00 1.177D+00
1.8726D+00 7.841D-01
1.9390D+00 6.620D-01
2.1313D+00 3.935D-01
2.1634D+00 3.625D-01
2.1851D+00 3.416D-01
2.2069D+00 3.205D-01
2.3899D+00 1.920D-01
2.4139D+00 1.795D-01
2.4259D+00 1.733D-01
2.4501D+00 1.606D-01
2.6533D+00 8.559D-02
2.6799D+00 7.814D-02
3.0961D+00 1.376D-02
3.4891D+00 3.862D-04
4.0511D+00 1.154D-02
4.3005D+00 2.074D-02
4.3219D+00 2.157D-02
4.5653D+00 3.098D-02
4.5880D+00 3.186D-02
4.6110D+00 3.275D-02
4.6339D+00 3.364D-02
4.6571D+00 3.453D-02
4.7037D+00 3.634D-02
4.7508D+00 3.816D-02
4.7744D+00 3.907D-02
4.7983D+00 4.000D-02
4.8464D+00 4.185D-02
4.8705D+00 4.279D-02
4.8948D+00 4.373D-02
4.9192D+00 4.467D-02
4.9438D+00 4.562D-02
4.9684D+00 4.658D-02
5.0182D+00 4.850D-02
5.0684D+00 5.044D-02
5.0937D+00 5.142D-02
5.1191D+00 5.240D-02
5.1447D+00 5.340D-02
5.1703D+00 5.439D-02
5.1962D+00 5.539D-02
5.2221D+00 5.639D-02
5.2482D+00 5.740D-02
5.2743D+00 5.841D-02
5.3007D+00 5.943D-02
5.3538D+00 6.148D-02
5.4073D+00 6.356D-02
5.4342D+00 6.460D-02
5.5161D+00 6.776D-02
5.5436D+00 6.883D-02
5.5713D+00 6.990D-02
5.5990D+00 7.097D-02
5.9735D+00 8.476D-02
6.0032D+00 8.582D-02
6.0332D+00 8.689D-02
6.3096D+00 9.674D-02
6.3728D+00 9.899D-02
6.4047D+00 1.001D-01
6.4366D+00 1.013D-01
6.4688D+00 1.024D-01
6.5010D+00 1.036D-01
6.5335D+00 1.047D-01
6.5989D+00 1.070D-01
6.6317D+00 1.082D-01
6.6649D+00 1.094D-01
6.7316D+00 1.118D-01
6.7651D+00 1.130D-01
6.7990D+00 1.142D-01
6.9012D+00 1.178D-01
6.9357D+00 1.190D-01
6.9703D+00 1.203D-01
7.0051D+00 1.215D-01
7.0400D+00 1.228D-01
7.1104D+00 1.253D-01
7.2175D+00 1.291D-01
7.2535D+00 1.304D-01
7.3261D+00 1.329D-01
7.4364D+00 1.369D-01
7.5108D+00 1.395D-01
7.5860D+00 1.422D-01
7.6619D+00 1.449D-01
8.3385D+00 1.757D-01
8.3802D+00 1.780D-01
8.5488D+00 1.873D-01
8.6773D+00 1.944D-01
1.0025D+01 3.193D-01
1.0856D+01 4.799D-01
1.0965D+01 5.047D-01
1.1020D+01 5.172D-01
1.1582D+01 6.143D-01
1.2357D+01 3.271D-01
1.3925D+01 9.073D-04
1.6168D+01 1.197D-01
1.6576D+01 4.661D-01
1.6658D+01 9.388D-01
1.6825D+01 2.737D+00
1.6909D+01 3.402D+00
1.6994D+01 3.383D+00
1.7164D+01 1.668D+00
1.7249D+01 8.835D-01
1.7509D+01 2.159D-01
1.7861D+01 3.118D-01
1.8130D+01 3.622D-01
1.8494D+01 1.607D-01
1.8773D+01 4.375D-02
1.9928D+01 7.212D-01
2.0128D+01 9.261D-01
2.0329D+01 7.405D-01
2.0635D+01 4.803D-01
2.0738D+01 4.036D-01
2.0946D+01 3.027D-01
2.1155D+01 4.606D-01
2.1473D+01 1.195D+00
2.1581D+01 1.411D+00
2.1688D+01 1.494D+00
2.1797D+01 1.473D+00
2.1905D+01 1.493D+00
2.2015D+01 1.810D+00
2.2124D+01 2.756D+00
2.2569D+01 1.154D+01
2.2682D+01 1.887D+01
2.2795D+01 4.141D+01
2.2909D+01 9.915D+01
2.3023D+01 2.269D+02
2.3254D+01 6.742D+02
2.3370D+01 8.392D+02
2.3487D+01 8.211D+02
2.3722D+01 3.971D+02
2.3840D+01 1.947D+02
2.3959D+01 7.871D+01
2.4563D+01 2.301D+00
2.4809D+01 1.694D+00
2.8805D+01 5.857D-02
3.3446D+01 8.585D-03
3.4631D+01 4.098D-03
3.5505D+01 1.815D-02
3.6038D+01 2.823D-02
3.6581D+01 2.116D-02
3.8068D+01 1.091D-02
3.8640D+01 1.151D-02
3.8833D+01 1.160D-02
3.9614D+01 6.439D-03
4.0411D+01 2.147D-03
4.1019D+01 5.935D-03
4.1429D+01 8.839D-03
4.2053D+01 4.982D-03
4.2899D+01 2.188D-03
4.3328D+01 2.490D-03
4.3544D+01 2.520D-03
4.4200D+01 1.461D-03
4.5089D+01 6.555D-04
4.6456D+01 2.151D-03
4.6687D+01 2.476D-03
4.7390D+01 1.411D-03
4.7865D+01 6.701D-04
4.8344D+01 9.489D-04
4.9071D+01 1.298D-03
4.9810D+01 1.997D-03
5.0308D+01 2.278D-03
5.0558D+01 2.204D-03
5.0811D+01 2.131D-03
5.2352D+01 1.901D-01
5.2876D+01 3.096D-01
5.3671D+01 1.060D-01
5.5852D+01 1.737D-03
5.6411D+01 1.818D-03
5.6975D+01 1.910D-03
5.7833D+01 1.719D-03
5.8703D+01 1.529D-03
5.8997D+01 1.536D-03
5.9290D+01 1.540D-03
6.1394D+01 6.712D-04
6.4528D+01 1.000D-06
6.4849D+01 1.000D-06
6.5498D+01 1.000D-06
6.5826D+01 1.000D-06
6.6153D+01 1.000D-06
6.6484D+01 1.000D-06
6.9530D+01 7.263D-04
7.0929D+01 1.174D-03
7.2355D+01 1.123D-03
8.3595D+01 7.285D-04
9.7061D+01 4.654D-04
1.1270D+02 2.973D-04
1.3085D+02 1.900D-04
1.5193D+02 1.213D-04
1.7640D+02 7.753D-05
2.0482D+02 4.953D-05
2.3781D+02 3.164D-05
2.7612D+02 2.022D-05
3.2060D+02 1.291D-05
3.2220D+02 1.272D-05

3s9d3De                                 !Configuration name
20                                      !Type of cross-section
203                                     !Number of cross-section points
1.0000D+00 1.133D+02
1.0050D+00 1.132D+02
1.0406D+00 1.082D+02
1.0458D+00 1.073D+02
1.0938D+00 9.976D+01
1.0992D+00 9.889D+01
1.1102D+00 9.715D+01
1.1213D+00 9.539D+01
1.1326D+00 9.362D+01
1.1382D+00 9.272D+01
1.1439D+00 9.182D+01
1.1496D+00 9.092D+01
1.1553D+00 9.001D+01
1.1611D+00 8.910D+01
1.1669D+00 8.818D+01
1.1727D+00 8.726D+01
1.1786D+00 8.633D+01
1.1844D+00 8.540D+01
1.1904D+00 8.446D+01
1.2023D+00 8.258D+01
1.2143D+00 8.067D+01
1.2326D+00 7.778D+01
1.2449D+00 7.583D+01
1.2891D+00 6.929D+01
1.3481D+00 6.414D+01
1.4311D+00 5.736D+01
1.4383D+00 5.678D+01
1.4454D+00 5.619D+01
1.4527D+00 5.560D+01
1.4672D+00 5.442D+01
1.4819D+00 5.322D+01
1.4893D+00 5.262D+01
1.5042D+00 5.140D+01
1.5117D+00 5.079D+01
1.5731D+00 4.604D+01
1.6452D+00 4.243D+01
1.7206D+00 3.882D+01
1.7378D+00 3.800D+01
1.7552D+00 3.717D+01
1.7728D+00 3.633D+01
1.7816D+00 3.591D+01
1.9390D+00 2.996D+01
1.9878D+00 2.847D+01
2.0380D+00 2.695D+01
2.0481D+00 2.664D+01
2.2290D+00 2.218D+01
2.2625D+00 2.148D+01
2.2966D+00 2.078D+01
2.3081D+00 2.054D+01
2.5119D+00 1.704D+01
2.5244D+00 1.686D+01
2.5497D+00 1.649D+01
2.5625D+00 1.630D+01
2.8027D+00 1.332D+01
2.8166D+00 1.317D+01
3.0351D+00 1.110D+01
3.0502D+00 1.097D+01
3.3196D+00 9.104D+00
3.4373D+00 8.418D+00
3.4545D+00 8.318D+00
3.4717D+00 8.217D+00
3.5240D+00 7.912D+00
3.5415D+00 7.810D+00
3.8544D+00 6.358D+00
3.8930D+00 6.211D+00
3.9515D+00 5.987D+00
4.0110D+00 5.760D+00
4.3652D+00 4.657D+00
4.3870D+00 4.599D+00
4.4309D+00 4.483D+00
4.4530D+00 4.425D+00
4.4753D+00 4.366D+00
4.4976D+00 4.307D+00
4.8464D+00 3.578D+00
4.9684D+00 3.361D+00
4.9933D+00 3.316D+00
5.0182D+00 3.272D+00
5.0684D+00 3.182D+00
5.0937D+00 3.137D+00
5.5436D+00 2.485D+00
5.6270D+00 2.387D+00
5.6834D+00 2.321D+00
5.7402D+00 2.254D+00
6.2471D+00 1.769D+00
6.3096D+00 1.718D+00
6.7990D+00 1.379D+00
6.8328D+00 1.360D+00
6.8670D+00 1.340D+00
6.9703D+00 1.282D+00
7.0400D+00 1.242D+00
7.0752D+00 1.222D+00
7.7000D+00 9.362D-01
7.7385D+00 9.215D-01
7.7771D+00 9.069D-01
7.8160D+00 8.921D-01
7.9335D+00 8.475D-01
8.0129D+00 8.173D-01
8.6343D+00 6.274D-01
8.6773D+00 6.161D-01
8.7207D+00 6.047D-01
8.7641D+00 5.933D-01
9.5383D+00 4.226D-01
9.5858D+00 4.136D-01
9.6337D+00 4.044D-01
9.6817D+00 3.953D-01
1.0589D+01 2.480D-01
1.0642D+01 2.403D-01
1.1698D+01 1.113D-01
1.1993D+01 7.561D-02
1.2923D+01 3.867D-03
1.4064D+01 5.829D-01
1.4347D+01 8.512D-01
1.4419D+01 8.915D-01
1.4491D+01 9.180D-01
1.4563D+01 9.293D-01
1.4636D+01 9.277D-01
1.5231D+01 7.055D-01
1.6825D+01 2.791D-01
1.7164D+01 2.254D-01
1.9731D+01 1.178D-02
2.0329D+01 5.500D-01
2.0533D+01 8.014D-01
2.0841D+01 4.767D-01
2.1905D+01 1.888D-02
2.2569D+01 6.252D-01
2.2682D+01 8.335D-01
2.2795D+01 8.935D-01
2.2909D+01 7.836D-01
2.3023D+01 5.615D-01
2.3370D+01 1.684D-01
2.3487D+01 2.817D-01
2.3722D+01 9.349D-01
2.3840D+01 1.299D+00
2.3959D+01 1.469D+00
2.4079D+01 1.461D+00
2.4199D+01 1.510D+00
2.4320D+01 1.906D+00
2.4441D+01 3.118D+00
2.4563D+01 6.020D+00
2.4685D+01 1.518D+01
2.4809D+01 4.092D+01
2.4932D+01 1.034D+02
2.5182D+01 3.481D+02
2.5308D+01 4.530D+02
2.5434D+01 4.609D+02
2.5561D+01 3.733D+02
2.5688D+01 2.392D+02
2.5817D+01 1.213D+02
2.5946D+01 5.038D+01
2.6075D+01 1.635D+01
2.6467D+01 1.006D+00
2.6600D+01 1.113D+00
2.6732D+01 1.170D+00
2.7135D+01 8.821D-01
3.1506D+01 1.021D-01
3.6581D+01 4.489D-02
3.8068D+01 3.577D-02
3.8449D+01 3.353D-02
3.9027D+01 3.086D-02
3.9812D+01 4.293D-02
4.0210D+01 4.699D-02
4.0612D+01 4.342D-02
4.1224D+01 3.781D-02
4.1844D+01 3.071D-02
4.5540D+01 1.747D-02
4.5996D+01 1.749D-02
4.7155D+01 1.547D-02
4.8344D+01 1.351D-02
4.9810D+01 7.640D-03
5.0308D+01 5.774D-03
5.0558D+01 5.845D-03
5.1320D+01 3.957D-03
5.1575D+01 3.436D-03
5.2352D+01 7.215D-03
5.3405D+01 9.766D-03
5.3671D+01 9.666D-03
5.4479D+01 9.527D-03
5.6975D+01 7.815D+00
5.7260D+01 9.615D+00
5.8121D+01 4.029D+00
6.1699D+01 8.620D-03
6.3255D+01 8.156D-03
6.4206D+01 7.829D-03
6.6484D+01 3.110D-03
6.9878D+01 1.000D-06
7.0226D+01 1.000D-06
7.0577D+01 1.000D-06
7.0929D+01 1.000D-06
7.1284D+01 1.000D-06
7.1638D+01 1.000D-06
7.5295D+01 2.280D-03
7.6810D+01 3.786D-03
7.8355D+01 3.630D-03
9.0977D+01 2.319D-03
1.0563D+02 1.481D-03
1.2265D+02 9.465D-04
1.4241D+02 6.047D-04
1.6535D+02 3.863D-04
1.9198D+02 2.468D-04
2.2291D+02 1.577D-04
2.5881D+02 1.007D-04
3.0051D+02 6.435D-05
3.4891D+02 4.111D-05

3s10p3Po                                !Configuration name
20                                      !Type of cross-section
224                                     !Number of cross-section points
1.0000D+00 1.127D+02
1.0050D+00 1.134D+02
1.0100D+00 1.151D+02
1.0151D+00 1.167D+02
1.0201D+00 1.174D+02
1.0992D+00 1.044D+02
1.1047D+00 1.035D+02
1.1102D+00 1.025D+02
1.1213D+00 1.005D+02
1.1326D+00 9.846D+01
1.1382D+00 9.745D+01
1.1439D+00 9.643D+01
1.1553D+00 9.438D+01
1.1611D+00 9.335D+01
1.1669D+00 9.231D+01
1.1844D+00 8.917D+01
1.1904D+00 8.811D+01
1.1963D+00 8.705D+01
1.2023D+00 8.597D+01
1.2143D+00 8.382D+01
1.2387D+00 7.945D+01
1.2449D+00 7.834D+01
1.2955D+00 7.008D+01
1.3549D+00 6.464D+01
1.4240D+00 5.859D+01
1.4311D+00 5.797D+01
1.4383D+00 5.734D+01
1.4454D+00 5.672D+01
1.4819D+00 5.353D+01
1.5117D+00 5.092D+01
1.5192D+00 5.026D+01
1.5810D+00 4.526D+01
1.6534D+00 4.156D+01
1.7206D+00 3.826D+01
1.7816D+00 3.526D+01
1.7905D+00 3.482D+01
1.9486D+00 2.881D+01
1.9978D+00 2.731D+01
2.0380D+00 2.609D+01
2.0584D+00 2.546D+01
2.2290D+00 2.128D+01
2.2739D+00 2.038D+01
2.2966D+00 1.991D+01
2.3196D+00 1.945D+01
2.5244D+00 1.607D+01
2.5371D+00 1.589D+01
2.5625D+00 1.553D+01
2.5752D+00 1.535D+01
2.8027D+00 1.266D+01
2.8307D+00 1.237D+01
3.0351D+00 1.053D+01
3.0502D+00 1.042D+01
3.0655D+00 1.030D+01
3.0807D+00 1.018D+01
3.3031D+00 8.660D+00
3.3196D+00 8.561D+00
3.6128D+00 7.100D+00
3.7223D+00 6.630D+00
3.7784D+00 6.389D+00
3.7972D+00 6.309D+00
4.0917D+00 5.271D+00
4.1120D+00 5.213D+00
4.2367D+00 4.855D+00
4.2791D+00 4.733D+00
4.6339D+00 3.934D+00
4.8464D+00 3.534D+00
4.8948D+00 3.442D+00
4.9192D+00 3.396D+00
5.3538D+00 2.746D+00
5.4342D+00 2.648D+00
5.5161D+00 2.548D+00
5.5713D+00 2.481D+00
6.0332D+00 2.035D+00
6.2471D+00 1.865D+00
6.3096D+00 1.815D+00
6.3412D+00 1.790D+00
6.9012D+00 1.429D+00
7.0051D+00 1.374D+00
7.0752D+00 1.338D+00
7.1104D+00 1.319D+00
7.7385D+00 1.053D+00
7.8549D+00 1.012D+00
7.9335D+00 9.843D-01
8.0129D+00 9.564D-01
8.5913D+00 7.885D-01
8.6343D+00 7.784D-01
8.6773D+00 7.683D-01
8.8518D+00 7.275D-01
8.9404D+00 7.068D-01
8.9851D+00 6.964D-01
9.7786D+00 5.493D-01
9.9753D+00 5.193D-01
1.0126D+01 4.963D-01
1.0176D+01 4.886D-01
1.1075D+01 3.807D-01
1.1241D+01 3.643D-01
1.1411D+01 3.476D-01
1.1467D+01 3.420D-01
1.2480D+01 2.615D-01
1.2668D+01 2.491D-01
1.2859D+01 2.366D-01
1.2988D+01 2.281D-01
1.3925D+01 1.728D-01
1.3994D+01 1.691D-01
1.4064D+01 1.654D-01
1.4276D+01 1.541D-01
1.4491D+01 1.426D-01
1.5460D+01 7.778D-02
1.5537D+01 7.206D-02
1.5928D+01 2.519D-01
1.6088D+01 3.226D-01
1.6330D+01 2.342D-01
1.6909D+01 1.394D-01
1.7249D+01 1.168D-01
1.8866D+01 6.248D-02
1.8961D+01 6.032D-02
1.9055D+01 5.815D-02
1.9438D+01 4.935D-02
1.9535D+01 4.712D-02
1.9633D+01 4.489D-02
1.9829D+01 4.038D-02
1.9928D+01 3.810D-02
2.0329D+01 3.020D-02
2.0841D+01 1.872D-01
2.1050D+01 2.480D-01
2.1261D+01 1.582D-01
2.2235D+01 2.143D-02
2.2909D+01 2.091D-01
2.3139D+01 2.885D-01
2.3370D+01 1.701D-01
2.3604D+01 8.115D-02
2.3840D+01 1.902D-01
2.4079D+01 4.599D-01
2.4199D+01 5.472D-01
2.4320D+01 5.879D-01
2.4441D+01 6.642D-01
2.4563D+01 8.968D-01
2.4685D+01 2.294D+00
2.4809D+01 6.985D+00
2.4932D+01 2.411D+01
2.5057D+01 6.989D+01
2.5308D+01 3.101D+02
2.5434D+01 4.490D+02
2.5561D+01 5.114D+02
2.5688D+01 4.521D+02
2.5946D+01 1.743D+02
2.6075D+01 7.508D+01
2.6205D+01 2.664D+01
2.6336D+01 7.262D+00
2.6467D+01 1.916D+00
2.6600D+01 6.645D-01
2.6732D+01 5.054D-01
2.6866D+01 5.515D-01
2.7000D+01 5.420D-01
2.7270D+01 4.426D-01
2.7818D+01 2.682D-01
3.2461D+01 4.500D-02
3.4288D+01 3.163D-02
3.5153D+01 2.424D-02
3.6219D+01 1.999D-02
3.8449D+01 1.616D-02
3.9812D+01 1.404D-02
4.0210D+01 1.415D-02
4.1019D+01 1.291D-02
4.2263D+01 1.058D-02
4.2685D+01 9.986D-03
4.3544D+01 9.377D-03
4.3980D+01 9.259D-03
4.4864D+01 1.160D-02
4.5089D+01 1.230D-02
4.5767D+01 9.661D-03
4.6921D+01 7.156D-03
4.7626D+01 6.702D-03
4.8584D+01 6.212D-03
5.0058D+01 3.856D-03
5.1064D+01 2.830D-03
5.1575D+01 2.437D-03
5.2352D+01 3.705D-03
5.3139D+01 4.923D-03
5.3940D+01 4.759D-03
5.5025D+01 4.536D-03
5.5852D+01 9.261D-02
5.6131D+01 4.241D-01
5.6411D+01 1.634D+00
5.6693D+01 4.662D+00
5.7260D+01 1.803D+01
5.7545D+01 2.399D+01
5.7833D+01 2.504D+01
5.8412D+01 1.287D+01
6.2008D+01 3.698D-03
6.2629D+01 3.556D-03
6.4206D+01 3.312D-03
6.6815D+01 1.587D-03
7.0226D+01 1.000D-06
7.0577D+01 1.000D-06
7.0929D+01 1.000D-06
7.1284D+01 1.000D-06
7.1638D+01 1.000D-06
7.1997D+01 1.000D-06
7.2355D+01 1.000D-06
7.2717D+01 1.000D-06
7.5672D+01 1.099D-03
7.7967D+01 2.117D-03
7.9535D+01 2.074D-03
7.9931D+01 2.062D-03
8.0331D+01 2.050D-03
8.6991D+01 1.956D-03
9.4673D+01 1.877D-03
9.5147D+01 1.868D-03
9.8520D+01 1.810D-03
1.0000D+02 1.785D-03
1.0050D+02 1.776D-03
1.0151D+02 1.759D-03
1.0830D+02 1.568D-03
1.2637D+02 9.870D-04
1.4746D+02 6.212D-04
1.7206D+02 3.910D-04
2.0078D+02 2.460D-04
2.3428D+02 1.549D-04
2.7339D+02 9.749D-05
3.1901D+02 6.135D-05
3.7225D+02 3.861D-05
4.3436D+02 2.430D-05
4.5654D+02 2.093D-05

3s9f3Fo                                 !Configuration name
20                                      !Type of cross-section
184                                     !Number of cross-section points
1.0000D+00 1.343D+02
1.0050D+00 1.352D+02
1.0100D+00 1.373D+02
1.0151D+00 1.391D+02
1.0201D+00 1.399D+02
1.0992D+00 1.236D+02
1.1047D+00 1.224D+02
1.1102D+00 1.211D+02
1.1269D+00 1.174D+02
1.1382D+00 1.149D+02
1.1439D+00 1.136D+02
1.1553D+00 1.110D+02
1.1669D+00 1.084D+02
1.1786D+00 1.058D+02
1.1844D+00 1.045D+02
1.2143D+00 9.782D+01
1.2449D+00 9.097D+01
