                                                                                
********************************************************************************
                                                                                
                 Energy Levels and statistical weights for Mg I                 
	Super level assignments:
	   Lower level bsed on terms
	   Upper levels based on " l " values.                                                                               
                                                                                
********************************************************************************
                                                                                
19-May-1998                            !Date
152                                    !Number of energy levels
6                                      !Entry number of link to super level
  
3s23w1W                       529.0      61463.6117     0.0062   4.821E+05    43     0    138
3s24w3W                      1728.0      61480.5381     0.0057   5.249E+05    42     0    139
3s24w1W                       576.0      61480.5381     0.0057   5.249E+05    43     0    140
3s25w3W                      1875.0      61495.4743     0.0053   5.696E+05    42     0    141
3s25w1W                       625.0      61495.4743     0.0053   5.696E+05    43     0    142
3s26w3W                      2028.0      61508.7204     0.0049   6.160E+05    44     0    143
3s26w1W                       676.0      61508.7204     0.0049   6.160E+05    45     0    144
3s27w1W                       729.0      61520.5221     0.0045   6.643E+05    45     0    145
3s27w3W                      2187.0      61520.5221     0.0045   6.643E+05    44     0    146
3s28w3W                      2352.0      61531.0821     0.0042   7.144E+05    44     0    147
3s28w1W                       784.0      61531.0821     0.0042   7.144E+05    45     0    148
3s29w3W                      2523.0      61540.5686     0.0039   7.664E+05    44     0    149
3s29w1W                       841.0      61540.5686     0.0039   7.664E+05    45     0    150
3s30w3W                      2700.0      61549.1224     0.0037   8.202E+05    44     0    151
3s30w1W                       900.0      61549.1224     0.0037   8.202E+05    45     0    152
