                                                                                
********************************************************************************
                                                                                
                 Energy Levels and statistical weights for Al II                
                                                                                
	Super level assignments:
		Based onterms for low lying states.
		Based on l values for higher states.
                                                                                
********************************************************************************
                                                                                
19-May-1998                            !Date
156                                    !Number of energy levels
6                                      !Entry number of link to super level
  
3s12w1W                       144.0     148814.3033     0.0914   3.281E+04    43     0    120
3s13w3W                       507.0     149265.2200     0.0779   3.850E+04    42     0    121
3s13w1W                       169.0     149265.2200     0.0779   3.850E+04    43     0    122
3s14w3W                       588.0     149623.0085     0.0671   4.465E+04    42     0    123
3s14w1W                       196.0     149623.0085     0.0671   4.465E+04    43     0    124
3s15w3W                       675.0     149911.6541     0.0585   5.126E+04    42     0    125
3s15w1W                       225.0     149911.6541     0.0585   5.126E+04    43     0    126
3s16w3W                       768.0     150147.8894     0.0514   5.832E+04    44     0    127
3s16w1W                       256.0     150147.8894     0.0514   5.832E+04    45     0    128
3s17w3W                       867.0     150343.6753     0.0455   6.584E+04    44     0    129
3s17w1W                       289.0     150343.6753     0.0455   6.584E+04    45     0    130
3s18w3W                       972.0     150507.7459     0.0406   7.381E+04    44     0    131
3s18w1W                       324.0     150507.7459     0.0406   7.381E+04    45     0    132
3s19w3W                      1083.0     150646.5988     0.0365   8.224E+04    44     0    133
3s19w1W                       361.0     150646.5988     0.0365   8.224E+04    45     0    134
3s20w3W                      1200.0     150765.1492     0.0329   9.113E+04    44     0    135
3s20w1W                       400.0     150765.1492     0.0329   9.113E+04    46     0    136
3s21w3W                      1323.0     150867.1705     0.0298   1.005E+05    47     0    137
3s21w1W                       441.0     150867.1705     0.0298   1.005E+05    45     0    138
3s22w3W                      1452.0     150955.5985     0.0272   1.103E+05    47     0    139
3s22w1W                       484.0     150955.5985     0.0272   1.103E+05    46     0    140
3s23w3W                      1587.0     151032.7451     0.0249   1.205E+05    47     0    141
3s23w1W                       529.0     151032.7451     0.0249   1.205E+05    46     0    142
3s24w3W                      1728.0     151100.4508     0.0228   1.312E+05    47     0    143
3s24w1W                       576.0     151100.4508     0.0228   1.312E+05    46     0    144
3s25w1W                       625.0     151160.1955     0.0211   1.424E+05    46     0    145
3s25w3W                      1875.0     151160.1955     0.0211   1.424E+05    47     0    146
3s26w3W                      2028.0     151213.1800     0.0195   1.540E+05    48     0    147
3s26w1W                       676.0     151213.1800     0.0195   1.540E+05    49     0    148
3s27w3W                      2187.0     151260.3871     0.0181   1.661E+05    48     0    149
3s27w1W                       729.0     151260.3871     0.0181   1.661E+05    49     0    150
3s28w3W                      2352.0     151302.6271     0.0168   1.786E+05    48     0    151
3s28w1W                       784.0     151302.6271     0.0168   1.786E+05    49     0    152
3s29w3W                      2523.0     151340.5733     0.0156   1.916E+05    48     0    153
3s29w1W                       841.0     151340.5733     0.0156   1.916E+05    49     0    154
3s30w3W                      2700.0     151374.7885     0.0146   2.050E+05    48     0    155
3s30w1W                       900.0     151374.7885     0.0146   2.050E+05    49     0    156
