************************************************************************************************************************
 
 [Reference] C\,{\sc ii} oscillator strengths from \cite{DSK00_CII_recom} 
 [Reference]             (\& Peter Storey, private communication] 
 [Reference] Hydrogenic values used to expand atom.
 [Reference] NIST \cite[][2012-10-15]{NIST_V5} values used when available.

                 Energy Levels and statistical weights for C2
 
                              g        E(cm^-1)    10^15 Hz     eV       Lam(A)       ID      ARAD         C4          C6
************************************************************************************************************************
 
17-Oct-2000                                      !Format date
16-Oct-2012                                      !Date
338                                              !Number of energy levels
196664.7000                                      !Ionization energy
2.0                                              !Screened nuclear charge
8017                                             !Number of transitions
 
2s2_9s_2Se                   2.0     190349.678200     0.18932     0.783    1.584E+04     -81   3.686E+07   0.000E+00   0.000E+00
2s2_9p_2Po                   6.0     190801.139200     0.17579     0.727    1.705E+04     -82   1.203E+07   0.000E+00   0.000E+00
2s2_9d_2De                  10.0     191080.404500     0.16741     0.692    1.791E+04     -83   6.055E+07   0.000E+00   0.000E+00
2s2_9f_2Fo                  14.0     191215.104700     0.16337     0.676    1.835E+04     -84   2.571E+07   0.000E+00   0.000E+00
2s2_9g_2Ge                  18.0     191237.261300     0.16271     0.673    1.842E+04     -85   1.251E+07   0.000E+00   0.000E+00
2s2_9z_2Z                  112.0     191245.821200     0.16245     0.672    1.845E+04     -86   5.003E+06   0.000E+00   0.000E+00
2s2_10s_2Se                  2.0     191629.928800     0.15094     0.624    1.986E+04     -87   2.355E+07   0.000E+00   0.000E+00
2s2_10p_2Po                  6.0     191953.193100     0.14125     0.584    2.122E+04     -88   8.937E+06   0.000E+00   0.000E+00
2s2_10d_2De                 10.0     192155.093500     0.13519     0.559    2.217E+04     -89   5.792E+07   0.000E+00   0.000E+00
2s2_10f_2Fo                 14.0     192253.025300     0.13226     0.547    2.267E+04     -90   1.892E+07   0.000E+00   0.000E+00
2s2_10g_2Ge                 18.0     192269.168700     0.13177     0.545    2.275E+04     -91   9.190E+06   0.000E+00   0.000E+00
2s2_10z_2Z                 150.0     192275.408200     0.13159     0.544    2.278E+04     -92   3.218E+06   0.000E+00   0.000E+00
2s2_11s_2Se                  2.0     192556.936600     0.12315     0.509    2.434E+04     -93   2.150E+07   0.000E+00   0.000E+00
2s2_11p_2Po                  6.0     192796.293200     0.11597     0.480    2.585E+04     -94   5.642E+06   0.000E+00   0.000E+00
2s2_11d_2De                 10.0     192946.959800     0.11146     0.461    2.690E+04     -95   7.815E+07   0.000E+00   0.000E+00
2s2_11f_2Fo                 14.0     193020.375400     0.10925     0.452    2.744E+04     -96   1.305E+07   0.000E+00   0.000E+00
2s2_11g_2Ge                 18.0     193032.498800     0.10889     0.450    2.753E+04     -97   6.903E+06   0.000E+00   0.000E+00
2s2_11z_2Z                 192.0     193037.186100     0.10875     0.450    2.757E+04     -98   2.153E+06   0.000E+00   0.000E+00
2s2_12s_2Se                  2.0     193249.641400     0.10238     0.423    2.928E+04     -99   1.660E+07   0.000E+00   0.000E+00
2s2_12p_2Po                  6.0     193431.790800     0.09692     0.401    3.093E+04    -100   4.491E+06   0.000E+00   0.000E+00
2s2_12d_2De                 10.0     193547.190900     0.09346     0.387    3.208E+04    -101   5.962E+07   0.000E+00   0.000E+00
2s2_12f_2Fo                 14.0     193603.635900     0.09177     0.380    3.267E+04    -102   1.003E+07   0.000E+00   0.000E+00
2s2_12g_2Ge                 18.0     193612.970500     0.09149     0.378    3.277E+04    -103   5.332E+06   0.000E+00   0.000E+00
2s2_12z_2Z                 238.0     193616.580700     0.09138     0.378    3.281E+04    -104   1.488E+06   0.000E+00   0.000E+00
2s2_13w_2W                 338.0     194067.485900     0.07786     0.322    3.850E+04    -105   2.987E+06   0.000E+00   0.000E+00
2s2_14w_2W                 392.0     194425.265400     0.06714     0.278    4.465E+04    -106   2.098E+06   0.000E+00   0.000E+00
2s2_15w_2W                 450.0     194713.903600     0.05848     0.242    5.126E+04    -107   1.513E+06   0.000E+00   0.000E+00
2s2_16w_2W                 512.0     194950.132900     0.05140     0.213    5.832E+04    -108   1.116E+06   0.000E+00   0.000E+00
2s2_17w_2W                 578.0     195145.913900     0.04553     0.188    6.584E+04    -109   8.379E+05   0.000E+00   0.000E+00
2s2_18w_2W                 648.0     195309.980300     0.04061     0.168    7.382E+04    -110   6.398E+05   0.000E+00   0.000E+00
2s2_19w_2W                 722.0     195448.829700     0.03645     0.151    8.225E+04    -111   4.957E+05   0.000E+00   0.000E+00
2s2_20w_2W                 800.0     195567.377000     0.03290     0.136    9.113E+04    -112   3.891E+05   0.000E+00   0.000E+00
2s2_21w_2W                 882.0     195669.395700     0.02984     0.123    1.005E+05    -113   3.091E+05   0.000E+00   0.000E+00
2s_2p(3Po)3d_4Fo[3/2]        4.0     195752.580000     0.02734     0.113    1.096E+05     114   4.193E+07   0.000E+00   0.000E+00
2s2_22w_2W                 968.0     195757.821500     0.02719     0.112    1.103E+05    -115   2.481E+05   0.000E+00   0.000E+00
2s_2p(3Po)3d_4Fo[5/2]        6.0     195765.850000     0.02695     0.111    1.113E+05     116   4.213E+07   0.000E+00   0.000E+00
2s_2p(3Po)3d_4Fo[7/2]        8.0     195785.740000     0.02635     0.109    1.138E+05     117   4.198E+07   0.000E+00   0.000E+00
2s_2p(3Po)3d_4Fo[9/2]       10.0     195813.660000     0.02551     0.106    1.175E+05     118   4.187E+07   0.000E+00   0.000E+00
2s2_23w_2W                1058.0     195834.966200     0.02487     0.103    1.205E+05    -119   2.011E+05   0.000E+00   0.000E+00
2s2_24w_2W                1152.0     195902.670200     0.02285     0.094    1.312E+05    -120   1.645E+05   0.000E+00   0.000E+00
2s2_25w_2W                1250.0     195962.413300     0.02105     0.087    1.424E+05    -121   1.356E+05   0.000E+00   0.000E+00
2s2_26w_2W                1352.0     196015.396500     0.01947     0.081    1.540E+05    -122   1.127E+05   0.000E+00   0.000E+00
2s2_27w_2W                1458.0     196062.602400     0.01805     0.075    1.661E+05    -123   9.423E+04   0.000E+00   0.000E+00
2s2_28w_2W                1568.0     196104.841300     0.01678     0.069    1.786E+05    -124   7.933E+04   0.000E+00   0.000E+00
2s2_29w_2W                1682.0     196142.786600     0.01565     0.065    1.916E+05    -125   6.719E+04   0.000E+00   0.000E+00
2s2_30w_2W                1800.0     196177.000900     0.01462     0.060    2.050E+05    -126   5.722E+04   0.000E+00   0.000E+00
2s_2p(3Po)3d_4Do[1/2]        2.0     196557.870000     0.00320     0.013    9.361E+05     127   4.216E+09   0.000E+00   0.000E+00
2s_2p(3Po)3d_4Do[3/2]        4.0     196563.410000     0.00304     0.013    9.873E+05     128   4.221E+09   0.000E+00   0.000E+00
2s_2p(3Po)3d_4Do[5/2]        6.0     196571.820000     0.00278     0.012    1.077E+06     129   4.212E+09   0.000E+00   0.000E+00
2s_2p(3Po)3d_4Do[7/2]        8.0     196581.960000     0.00248     0.010    1.209E+06     130   4.212E+09   0.000E+00   0.000E+00
2s_2p(3Po)3d_2Do[3/2]        4.0     198425.430000    -0.05279    -0.218   -5.679E+04     131   2.005E+09   0.000E+00   0.000E+00
2s_2p(3Po)3d_2Do[5/2]        6.0     198436.310000    -0.05311    -0.220   -5.645E+04     132   2.009E+09   0.000E+00   0.000E+00
2s_2p(3Po)3d_4Po[5/2]        6.0     198844.000000    -0.06533    -0.270   -4.589E+04     133   2.247E+09   0.000E+00   0.000E+00
2s_2p(3Po)3d_4Po[3/2]        4.0     198865.250000    -0.06597    -0.273   -4.544E+04     134   2.246E+09   0.000E+00   0.000E+00
2s_2p(3Po)3d_4Po[1/2]        2.0     198879.010000    -0.06638    -0.275   -4.516E+04     135   2.246E+09   0.000E+00   0.000E+00
2s_2p(3Po)4s_4Po[1/2]        2.0     209552.360000    -0.38636    -1.598   -7.759E+03     136   5.533E+08   0.000E+00   0.000E+00
2s_2p(3Po)4s_4Po[3/2]        4.0     209576.460000    -0.38708    -1.601   -7.745E+03     137   5.534E+08   0.000E+00   0.000E+00
2s_2p(3Po)4s_4Po[5/2]        6.0     209622.320000    -0.38846    -1.607   -7.717E+03     138   5.540E+08   0.000E+00   0.000E+00
2s_2p(3Po)4p_2Pe[1/2]        2.0     214404.330000    -0.53182    -2.199   -5.637E+03     139   4.127E+08   0.000E+00   0.000E+00
2s_2p(3Po)4p_2Pe[3/2]        4.0     214429.950000    -0.53259    -2.203   -5.629E+03     140   4.125E+08   0.000E+00   0.000E+00
