
********************************************************************************

       Forbidden Einstein A Coefficients for FeIV
       From:
         Atomic Transition Probabilities Iron through Nickel
         Fuhr, Martin, and Wiese
3d54Fe[5/2]    -3d5b2Ge[7/2]           0.00    0.013

3d54Fe[9/2]    -3d5a2Fe[7/2]           0.00    0.110
3d54Fe[7/2]    -3d5a2Fe[5/2]           0.00    0.027
3d54Fe[7/2]    -3d5a2Fe[7/2]           0.00    0.013
3d54Fe[5/2]    -3d5a2Fe[5/2]           0.00    0.016
3d54Fe[5/2]    -3d5a2Fe[7/2]           0.00    0.026
3d54Fe[3/2]    -3d5a2Fe[5/2]           0.00    0.098

3d52He[9/2]    -3d5b2Ge[9/2]           0.00    0.013

3d5b2Ge[9/2]   -3d5a2Ge[9/2]           0.00    0.310
3d5b2Ge[7/2]   -3d5a2Ge[7/2]           0.00    0.400
3d5b2Ge[9/2]   -3d5a2Ge[7/2]           0.00    0.028
3d5b2Ge[7/2]   -3d5a2Ge[9/2]           0.00    0.062

3d5a2Fe[7/2]   -3d5b2De[5/2]           0.00    0.100
3d5a2Fe[5/2]   -3d5b2De[3/2]           0.00    0.100
3d5a2Fe[5/2]   -3d5b2De[5/2]           0.00    0.180

3d5a2Fe[7/2]   -3d5a2Ge[9/2]           0.00    0.160
3d5a2Fe[5/2]   -3d5a2Ge[7/2]           0.00    0.146
3d5a2Fe[7/2]   -3d5a2Ge[7/2]           0.00    0.220
